seq,pro-growth
"For the provinces of Buenos Aires and Santa Fe, two of the most affected provinces, the investment needs to reduce flood risks amount to more than US$3.4 billion alone.",0.6324494101784446
" The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) in Argentina started to explore the potential of green-blue infrastructure,20 which uses ecosystems, soil permeability, and the natural retention of runoff to enhance infiltration or evapotranspiration processes, thus reducing surface flows.21 Those well-designed, implemented and maintained, green-blue infrastructure provides multiple benefits across environmental, social, economic, and public health sectors including improvement of habitat connectivity, enhancement of air quality, support of carbon sequestration, promotion of community identity and a sense of well- being, and reduction of energy consumption.",0.886142297224565
"Cities still have âtheir backs turned to waterâ but are looking for opportunities to achieve a paradigm shift from water as a risk and nuisance to living with water and optimizing the added value (economic, social, and environmental) in urban development.",0.7312796332619407
"The Multiphase Programmatic Approach (MPA) aligns with the 2022 National Plan of Public Works (PNOP), which aims to transform Argentinaâs productive and development matrix by creating jobs and promoting sustainable use of resources, enhancing local capabilities, and reducing regional inequalities.",0.7440000880848278
"The PNOPâs 10-year time frame is well aligned with the MPA and is organized around four axes: (i) Connectivity and Road Infrastructure, (ii) Water Resources Management, (iii) Urban and Rural Infrastructure, and (iv) Care Infrastructure.",0.7144077907909047
"The PNOP reinforces that mitigation and adaptation of hazardsâ impacts are to be achieved proactively through infrastructure development (flood protection infrastructure, dams and retention areas, channels, and dikes, among others), early warning systems enhanced by radar networks, emergency and contingency plans, and river basin management plans.",0.7166226993907582
"The MPA would support the 20 Green infrastructure (also called natural infrastructure, or engineering with nature) intentionally and strategically preserves, enhances, or restores elements of a natural system, such as streams, wetlands and can also include linear parks with flood plains, bioswales and wadis, or green roofs.",0.09677572683854536
"Focus area (i) âsupporting inclusive recoveryâ, which includes improving living conditions reminiscent of the type of interventions to be funded under the MPA, mitigating the impacts of flooding, and improving urban areas with green/blue interventions providing better urban spaces in selected cities and reducing the vulnerability of population with improved strategies, plans, and norms.",0.8195723620328036
"In line with GRID, this project will systemically and simultaneously address the interlinkages between âPlanet, People and Economyâ, challenges of urban poverty, and climate change through targeted investments in flood risk management in combination with urban upgrading.",0.2287531766024503
"The proposed MPA for a total of US$900 million includes a three-phase overlapping approach, with each phase using the Investment Project Financing (IPF) instrument, in agreement with the government.",0.5306402986699884
The IPF is the optimal instrument to address the need to invest in flood risk reduction infrastructure and support the government to reduce the populationâs vulnerability to climate hazards.,0.782237399708141
"The Program Development Objective (PrDO) will be achieved by (i) efficiently blending and developing green- blue, and grey infrastructure, as well as non-structural interventions, (ii) improving flood risk multi-level governance,28 and (iii) increasing the capacity to manage flood risk through an integrated river basin planning approach.",0.744046991521662
 The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534)  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) 33.,0.20052073218605734
"This will lead to a strong portfolio for the second and third phases while including other provinces and moving toward a country wide approach optimizing the efficiency of the projects using lessons learned and increased capacity at national, provincial, and local levels.",0.621062928980047
"MPA Framework To increase the number of people with reduced flood risk and benefiting from improved PrDO: integrated flood risk management in Argentina Sequential Estimated Estimated Project Phaseâs IPF or IBRD, IDA, Estimated Approval Phase or Amount E&S Risk ID Proposed PDO PforR Other Date Simultaneous ($ million) Rating (i) To reduce flood risk in selected cities and improve integrated I P178534 -- urban flood risk IPF 200.00 IBRD April 2023 Moderate management in Argentina, and act effectively in case of an Eligible Crisis or 31 INDEC (2010).",0.27971545132723724
"Those will include technical aspects of infrastructure, construction techniques, procurement process, strengthen capacity of local contractors, efficient balances between grey-green-blue-infrastructure, active social participation in decision making processes to increase awareness of benefits and avoid the ânot in my back yardâ phenomena,34 non- structural measures to reduce vulnerability, conflicting competences of national, provincial, and municipal levels, O&M arrangements, etc.",0.8464006077159535
"Based on the Water Security Diagnostic for Argentina and lessons learned the learning agenda will initially focus on aspects related to (i) improving the institutional framework and strengthen water governance, (ii) how infrastructure to reduce flood risk can be made more resilient, (iii) strengthening the basic needs for improved sustainability and (iv) how to increase citizens engagement and close the gender gaps that are related to flood risk management and the added value of water in urban development.",0.2159201448613947
Expand resilient infrastructure.,0.917026779868386
 The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) infrastructure implementation will allow to âtestâ the performance (benefits and challenges) of interventions before rolling them out or scaling them in subsequent phases.,0.8296306783502753
"Phase I will also provide important input on how integrating water in urban development can increase the added value of water (economic, social, and environmental) in urban upgrading processes.",0.5029739900068804
"The project, as the first phase of the MPA, focusses initially on no-regret actions ready to be implemented in cities located in the most flood affected regions of Argentina.",0.22585756128484552
Structural interventions under this Project focus on (i) rehabilitating/constructing defense works in urban areas with high vulnerability to flooding damage; and (ii) pluvial drainage works to reduce the areas and communities affected by storms.,0.36863400719382544
"This subcomponent will carry out demand-driven no-regret interventions consisting of rehabilitation, upgrading, reconstruction, or construction of new grey hydraulic infrastructure for urban drainage and flood risk mitigation (e.g., primary drainage channels, secondary and tertiary drainage networks, flow control infrastructure, storage areas, defenses, embankments, and pumping stations among others).",0.9130234284834429
"Within the comprehensive matrix of green-blue infrastructure options, this Subcomponent will include the development of retention areas, linear parks, green roofs, and permeable pavements among others.",0.909060304815119
"Furthermore, these solutions could support the creation of recreational areas and urban green corridors adding to the integration, maintenance, and recovery of urban biodiversity.",0.6390532146800648
"This component will also focus on non-structural measures including the development of urban flood risk management plans and strategies, environmental assessments, urban development and solid waste management plans, the revision of legal frameworks, development of early warning systems, and any other tool necessary to strengthen the capacity to operate and maintain the infrastructure for improved urban flood risk management.",0.6548912741921165
"Having benchmarked data readily available is critical for stimulating change and empowering sub-national entities (such as provincial and municipal water resources/flood management agencies/ministries/secretariats/departments)35 outside of the 35Examples of such positions are: Director of Water Infrastructure, Director of Public Works, Director of Water Policy, Responsible for Water Resources Monitoring, Responsible for Watershed Management, Responsible for Water Projects, etc.",0.14863781495527786
Component 2 will also focus on strengthening policymakersâ capacity for integrated urban flood risk management using a river basin approach to increase efficiency and allow for better prioritization.,0.5312819480895996
"Overall, activities executed under this component aim to support authorities by strengthening their institutional capacity, identifying roles and responsibilities, that ultimately facilitate the development and execution of investments in later phases of the MPA.",0.04850708354603161
"With interventions improving the management of urban flood risks, for example, through better planning, prioritization, and more efficient interventions, the people living in the selected cities will benefit from the Project.",0.7849885767156427
"Project Beneficiaries BENEFICIARIES BENEFICIARIES STATUS PROVINCE CITY ACTIVITIES from Reduced from Reduced Flood Exposure Flood Impacts Component 1 Urban drainage and flood Formosa PiranÃ© defense 20,000 65,000 Piraneâs Water Park.",0.6767619739879261
"Improvement, channeling, Shortlisted Misiones and landscaping of public 276,000 TBC Posadas areas (Stage 1).",0.725041086023504
" The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) Plan Sustainable drainage and Clorinda water management Master 54,000 Plan D. Rationale for Bank Involvement and Role of Partners 52.",0.21803045272827148
"With a long track record of supporting the sector with bold interventions, including over 20 years of engagement in mitigating flood risks, support in addressing the poor environmental conditions of the Matanza-Riachuelo river basin, and expanding water supply and sanitation services in low-income northern provinces (Norte Grande Region), the Bank is a trusted partner in the sector, helping the government overcome technical, institutional, financial, and legal challenges, among others.",0.0988049723885276
"The Bank supports infrastructure investments and provides global technical expertise to encompass institutional development, environmental management, and citizen engagement, assisting the government toward the 2030 agenda and pursuing the SDGs.",0.8207084482366388
"Projects managed by the  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) Bank, in and outside the region, have shown that using a more holistic approach that considers the river basin as a starting point and integrates interventions in urban development plans will result in more efficient strategies and interventions.",0.7902341322465376
Selected cities already have strong programs on participatory planning and inclusion of communities to improve awareness and create a sense of ownership.,0.1295988126234575
"It is expected that additional interventions (in other cities) will become eligible for financing using criteria such as cost effectiveness, impact on poor and vulnerability factors of communities.",0.2932112216949463
"Improvement of urban drainage and flood defense systems including pumping stations of the city of PiranÃ©, Formosa (US$22 million).",0.5049632679332386
"Improvement of the existing hydraulic conditions of the Canal Alvarado and the integration of the works in urban development in San Salvador de Jujuy, Jujuy (US$8.8 million).",0.869988268071955
"This activity will address issues resulting from uncontrolled urban sprawl, which has led to the expansion of vulnerable settlements along the canal.",0.5630586364052512
"c. Rehabilitation of Canal Alvear and secondary drainage network in the city of Salta, Salta (US$23.4 million).",0.6456880135969683
The main part of the intervention41 seeks to rehabilitate and upgrade the existing tunneled section of the Canal Alvear and its secondary network draining to the Canal-Alvear basin to increase the capacity in the face of climate change.,0.009220518171787262
"d. Improvement of the Arribalzaga street drainage network, and rehabilitation of Canal Soberania, Resistencia, Chaco (US$18.3 million).",0.6020572835748846
"Interventions considered to reduce impact are (i) rehabilitation of the existing Canal Soberania (10Km) including the construction of a linear park to retain water, and (ii) improvement of the drainage system located in the Avenida Arribalzaga including tunneled drainage and green interventions like rain gardens to reduce the peak flows toward the drainage system.42 Expected 41 The tunneled section and secondary drainage network are estimated at 80 percent of the costs and 20 percent of the costs will be related to green interventions.",0.7204164591702548
" The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) beneficiaries from reduced flood exposure are 15,000 people, and beneficiaries from reduced flood impacts amount to 291,000 people.",0.24291554364291104
"Previous Bank-financed operations have shown that flood risk management interventions such as the ones to be financed under this project are economically feasible, showing positive Economic Internal Rates of Return (EIRR) and benefit-cost ratios (B/C) larger than 1.",0.9041243466463956
"As a result of limited data, it is often the case, that only a partial economic assessment of structural flood mitigation measures can be carried out, leaving out the valuation of additional benefits and underestimating the positive impacts of these types of investments.",0.2521308118646795
"Other benefits, associated with the regularization of informal urban settlements, and those linked with green and blue infrastructure, like improved air quality, GHGs emissions reduction, increase of recreational areas, reduction of the heat islands effect, creation of new local socioeconomic opportunities, and tourism, have also been partially considered.",0.28595454042608087
Economic analysis shows that the project is economically feasible presenting B/C ratios larger than 1 and positive EIRR.,0.7642678347500887
"After performing a sensitivity analysis, considering alternative cost scenarios and discount rates (between four and twelve percent) the interventions continue to be economically feasible, depicting their robustness.",0.8784637451171875
"In the case of PiranÃ©, benefits were estimated using avoided damage method, and the  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) results show an EIRR of 17.4 percent with a four percent discount rate for the base scenario.",0.8911027041348544
"In the case of San Salvador de Jujuy, benefits were estimated using a combination of avoided damage and hedonic prices methods.",0.22432496330954813
"In particular, âtransparency of public finances performanceâ is advanced, and âpolicy-based fiscal strategy and budgetingâ pillar shows solid performance, with âbudget reliabilityâ and âaccounting and reportingâ pillars reflecting slightly above basic level of performance.",0.6406216621398926
"The project will be located in urban and peri-urban areas in the Norte Grande Region, the provinces of Santa Fe and Buenos Aires.",0.0028749694201079283
"Project Development Objective Indicators RESULT_FRAME_TBL_ PD O Indicator Name PBC Baseline End Target To reduce flood risk in selected cities and improve integrated urban flood risk management in Argent Number of people with reduced flood exposure as a result of 0.00 123,000.00 Project interventions (Number) Number of cities that adopted improved integrated urban flood 0.00 10.00 risk management practices as a result of the Project (Number) Number of people with reduced flood impacts as a result of 0.00 818,000.00 Project interventions (Number) PDO Table SPACE  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) Intermediate Results Indicators by Components RESULT_FRAME_TBL_ IO Indicator Name PBC Baseline End Target C1 - Climate reslient infrastructure for flood risk mitigation and adaptation in selected cities Operation and management plans prepared for project interventions (Percentage) 0.00 100.00 Number of cities with integration of green and/or blue 0.00 5.00 interventions as a result of project's activities (Number) Creation of new public space as a result of green/blue 0.00 30.00 interventions (Hectare(Ha)) Subprojects that have incorporated feedback received on the 0.00 30.00 beneficiaries participation process (Percentage) C2 - Capacity building and vulnerability reduction Events organized to engage civil society in flood-risk resilience, 0.00 10.00 awareness, preparedness and management (Number) Development and endorsement of urban water management strategies and plans at watershed scale (Number) 0.00 3.00 Officials and practitioners trained on increased resilience for 0.00 150.00 flood-risk preparedness (Number) C3 - Project Management Grievances responded and/or resolved within the stipulated 0.00 100.00 service standards for response times (Percentage) Change in percentage (increase) of the share of women in subnational organizations participating in water management 0.00 5.00 decisions (Percentage) IO Table SPACE UL Table SPACE  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) Monitoring & Evaluation Plan: PDO Indicators Methodology for Data Responsibility for Data Indicator Name Definition/Description Frequency Datasource Collection Collection The indicator will be This comprises the total calculated by adding the number of beneficiaries number of beneficiaries Number of people with reduced flood Supervision from reduced flood Biannual of reduced exposure to Execution Entity exposure as a result of Project reports exposure from floods as a result of interventions interventions of interventions Component 1. under Component 1.",0.7810522426258434
"Hydraulic model Cities already include: (i) calculation of volumen PiranÃ© parque de agua, (ii) retained, according to Canal Soberania Number of cities with integration of green Supervision permeability (Resistencia), (iii) Salta Biannual Executing Entity and/or blue interventions as a result of reports parameters, runoff, and Linear Park Canal Oeste project's activities slopes for a before and and cities where integrated after interventions flood risk management scenario plans will be developed.",0.43048628893765534
Pre-identified actions Addition of the number include plans for of plans for sustainable sustainable drainage and drainage and water water management for the management completed Development and endorsement of urban Supervision cities of Clorinda and Biannual and endorsed Executing Entity water management strategies and plans reports Formosa.,0.5990089503201571
"For instance, if the baseline is 30 %, the expected average increase for the end target will be 31.5 per cent (30% + (30%*5%)=31.5%) ME IO Table SPACE .",0.6883709213950417
"Each project will be supported by complete technical designs considering climate change effects, proof of its economic feasibility, financial sustainability, as well as adequate environmental and social management.",0.08305906707590277
"Rehabilitation of Canal Alvarado, San Salvador de Jujuy secondary and tertiary drainage, 23,000 234,000 Jujuy and green interventions Rehabilitation of Alvear Identified Channel.",0.019682167605920273
"Improvement, channeling, and Misiones landscaping of public areas 276,000 TBC Shortlisted Posadas (Stage 1).",0.5842745520851829
"Tucuman TBC TBC TBC TBC Component 2 Sustainable drainage and water Formosa N/A 222,000 management Master Plan Identified Formosa Sustainable drainage and water Clorinda N/A 54,000 management Master Plan  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) Salta: Rehabilitation of Canal Alvear and drainage network in the city (Caseros-Alvear river basin) 2.",0.8380531831221147
"Additionally, urban growth was not accompanied by the necessary urban drainage infrastructure works, causing the existing systems to become less efficient and resulting in exacerbated flooding episodes after rainfall events.",0.8099147623235529
"c. The current drainage system lacks development and maintenance, especially the secondary drainage network that no longer has the capacity to drain sufficient storm water.",0.16193849390203302
"Works will involve the opening of the drainage tunnel or emissary to be rebuilt with reinforced concrete, improvement of the secondary drainage system and construction of rain gardens to reduce the peak discharge.",0.3333831050179221
 The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) San Salvador de Jujuy: Development of Canal Alvarado 7.,0.5731863975524902
Fast urban development with limited consideration of criteria related to storm water drainage resulted in insufficient drainage capacity and flooding exacerbated by improper solid waste management.,0.1883406855843284
"Proposed works in San Salvador de Jujuy to adapt to climate change and reduce flood risks include (i) the construction of a new Canal (2.5Km), (ii) the consolidation of the surface runoff stormwater drainage network (4867m of gutter systems and 468m2 of channels), and (iii) the planting of Squares, Parks, and Green Corridors along the Canal as a complement to grey infrastructure and to increase water retention in the focus areas.",0.952730959111994
These hydrological  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) challenges are aggravated given the existing urban morphology and rail infrastructure that cut across the river basin.,0.7956027117642489
"with cohesive material; (ii) building the East Defense for flood risk mitigation (5,600 meters long); (iii) Constructing the East/Matadero pumping station (evacuation capacity of 3 mÂ/s) and a 12 Ha reservoir (storage capacity of 100,000 m3); (iv) reconditioning existing reservoirs at the Obrero, Evita, and 20 de Junio neighborhoods; (v) reconditioning of existing pumping stations at Obrero and Evita neighborhoods (0.5 m 3/s evacuation capacity); (vi) implementing 13 km of concrete - lining in existing canals and 4.5 km of reinforced concrete conducts; and (vii) reconditioning of existing 4 km of urban canals, 3 km of rural canals and gutters.",0.5203264409845526
"Expected beneficiaries are around 20,000 beneficiaries reduced flood exposure corresponding to population living in the urban center of PiranÃ©, while the whole population of PiranÃ©, 65,000 beneficiaries from reduced flood impacts, are expected to benefit from reduction in disturbances of circulation and economic activities as well as from the use of the Water Park.",0.7470365871082653
"However, all works will complement existing schemes, including pumping stations with evacuation capacities of less than 10m3/s and less than 5 Km long drainage pluvial systems.",0.37195236032659357
"Expected beneficiaries from reduced flood exposure are estimated at 15,000, corresponding to the population living in La Rubita neighborhood, while beneficiaries from reduced flood impacts ascend to 291,000.",0.2561212886463512
"So far, most pre-identified interventions under the Project are based on conventional âgreyâ infrastructure, predominantly stormwater drainage networks, and concrete defenses along rivers and streams.",0.31148253787647595
Sub- component 1.2 in innovative interventions aims to support the development and inclusion of green-blue infrastructure in urban and peri-urban settings.,0.7340631484985352
"Green- blue infrastructure improves habitat connectivity, enhances air quality, supports carbon sequestration, promotes community identity and well-being, and reduces energy consumption.",0.22152768481861462
"In Resistencia, the identified intervention focuses on developing a linear park along Canal Soberania Nacional (cost yet to be determined).",0.5926737785339355
"(ii) Regarding the quality of the designs of the works to be financed by the Project, it would be recommended; a)  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) to contract consulting firms as needed, whose terms of references include mechanisms for the participation of the beneficiary jurisdictions to promote ownership; b) hire under SIPH qualified specialists to overview works designs developed by provinces or other beneficiary jurisdictions.",0.7041631178422407
The Borrowerâs team have developed with close support from the Bank a Project Procurement Strategy for Development (PPSD) identifying the procurement arrangements that will ensure the delivery of value for money while efficiently achieving the PDO.,0.6876692338423296
"The cost-benefit analysis takes into consideration the stream of expected benefits over a 30-year horizon, together with the interventionsâ total capital and annual O&M costs.",0.8526991930874911
"The costs and benefits are discounted at a rate of 4 percent in the base scenario, and the feasibility is assessed with Net Present Value (NVP), Economic Internal Rate of Return (EIRR), and benefit- cost ratio.",0.9213240363381126
The World Bank forecasts a 2.1 percent real GDP growth rate for Argentina in 2023.,0.7191881699995561
"Hence, if such positive externalities were to be accounted for, results are expected to show greater economic benefits.",0.1358949921347878
Indirect benefits acco unted for were: (i) avoided schoolsâ 50 World Bank (2016).,0.1899775808507746
Discounting Costs and Benefits in Economic Analysis of World Bank Projects.,0.9324712753295898
"5 Project sensitivity economic analysis scenarios (US$ 000) Scenarios Costs Benefits NPV B/C ratio PiranÃ© a) Exchange Rate on April 10 (224) EIRR 17.4% Discount Rate 12% $ 24,950 $ 33,360 $ 8,410 1.3 Discount Rate 6% $ 27,495 $ 56,829 $ 29,335 2.1 Discount Rate 4% $ 28,229 $ 70,368 $ 42,139 2.5 Alvarado a) Exchange Rate on April 10 (224) EIRR 12.1% Discount Rate 12% $ 9,260 $ 9,354 $ 94 1.0 Discount Rate 6% $ 9,886 $ 16,110 $ 6,224 1.6 Discount Rate 4% $ 9,950 $ 20,066 $ 10,116 2.0 7.",0.7862387570467863
"NVP Benefit Cost Benefit/Cost Discount rate scenario EIRR (US$million) (US$million) (US$million) Ratio 4 percent (base scenario) 42,12 70,37 28,23 2.5 6 percent 17,4 % 29,33 56,83 27,5 2.1 12 percent 8,41 33,36 24,95 1.3 Economic Analysis for Canal Alvarado, San Salvador de Jujuy (Jujuy) 8.",0.9009538997303356
Canal Alvarado presents four objectives: (i) flood risk mitigation; (ii) Increase in sustainable mobility share; (iii) urban improvement; (i) increase access to public spaces.,0.09114501693032005
 The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) (ii) Promotion of sustainable mobility â¢ Reduced travel time Hedonic prices â¢ Increased road safety (iii) Urban improvement â¢ Dominial regularization Hedonic prices â¢ Access to basic services (iv) Access to public spaces â¢ Recreation and safety improvement Hedonic prices * Only beneficiaries from reduced flood exposure were considered 9.,0.7881885008378462
"NVP Benefit Cost Benefit/Cost Discount rate scenario EIRR (US$million) (US$million) (US$million) Ratio 4 percent (base scenario) 10,12 20.07 9.95 2 6 percent 12.1 % 6,22 16.11 9.89 1.6 12 percent 0.05 9.35 9.26 1  The World Bank Climate Resilient Infrastructure for Urban Flood Risk Management (P178534) ANNEX IV: Implementation and Support Plan 1.",0.8901759927923029
"Resource Time Focus Skills Needed Estimate Year 1 â¢ Technical and procurement review of â¢ Technical Supervision bidding documents â¢ Bank procurement budget â¢ Procurement training â¢ Bank safeguards â¢ Environmental and social standards â¢ Financial protection against disasters training â¢ Development of the financial protection strategy â¢ Inter-institutional council Year 2â4 â¢ Supervision and management of â¢ Technical/construction experts Supervision construction contracts â¢ Bank procurement budget â¢ Environmental, social and health and â¢ Financial Management safety monitoring â¢ Monitoring & Evaluation â¢ Financial and procurement management â¢ Social â¢ Environmental Management â¢ Health and Safety Closing â¢ Drawing lessons learned and â¢ M&E Supervision mainstreaming good practices â¢ Technical budget Table A4.2.10 Skills mix required.",0.2412139285694469
"After a decade of rapid growth and social progress up to 2013, Brazilâs economy first stumbled and then fell into deep recession.",0.6117427565834739
The sound macro policies and a favorable external environment that characterized this period contributed to fast economic and social progress.,0.44813134453513404
"While external factors triggered the slowdown, an expansionary policy response led to rapidly rising fiscal disequilibria and, with rising domestic political uncertainty, a loss of confidence and sharp drop in investment.",0.7852426875721324
"The economic recovery has remained weak with 1 percent growth in 2017, 1.3 percent growth in 2018, and 2.5 percent growth projected in 2019.",0.664290038022128
"With on-going tepid economic growth, poverty is estimated to have leveled off at 20.6 percent.",0.4812214591286399
"To address unsustainable debt dynamics the government adopted a constitutional amendment to limit public expenditure growth that entails an accumulated adjustment of 5 percentage points of GDP for the period 2019-2026 and that would stabilize debt at around 89 percent of GDP by 2026, to start declining afterwards.",0.5795822143554688
Brazil will also need to accelerate its productivity growth and infrastructure development.,0.7435411973433061
"The average per capita income has risen by just 0.7 percent per year since the mid-1990s, one tenth of the rate in China and only one half of the average in OECD countries.",0.6161818504333496
Brazil also posts one of the lowest investment levels in infrastructure (2.1 percent of GDP) when compared to its peers and the quality of this investment is low.,0.7255071293223988
Accelerating productivity growth remains a key priority for the country given that the demographic transition is over and there will be limited space for public sector led growth.,0.8719838749278676
"Reforms could focus on boosting market competition, access to external markets, cheaper inputs and technologies, and simplification of the tax system.",0.9345738671042703
"Higher levels of investment in infrastructure will also be needed to ensure adequate maintenance of existing infrastructure stock, removing bottlenecks and expanding access to social services.",0.9497119730169122
"This calls for improving planning capacity at government level, strengthening regulatory environment and leveraging private resources to finance investments.",0.9454962123524059
"The global economic crisis has impacted the economy of the state,  The World Bank CearÃ¡ Water Security and Governance (P165055) which contracted in 2015 and 2016 and is very slowly recovering1.",0.3957457108931108
"The Metropolitan Region of Fortaleza (MRF), which contains the State capital and other 18 municipalities 2 is the sixth largest urban agglomeration in the country with 4 million inhabitants or almost half of Cearaâs population and delivers 50 percent of CearÃ¡âs GDP3.",0.30523018403486774
"The semi-arid Northeast region with 28 percent of the Brazilian population has only 4 percent of the water resources, while the South and Southeast regions where 56 percent of the population live and are home to large urban metropolises and robust industrial development, confront continuous water scarcity due to mismanagement, over-exploitation, and pollution.",0.04786735773086548
Water has supported key drivers of economic growth and has been key to reduce poverty and promote shared prosperity through more equitable and widespread provision of water supply and sanitation (WSS) services to a growing population.,0.9037851853804155
"The third quarter of 2018 showed signs of recovery, with an increase of 1.48 percent, compared to the same period in 2017.",0.5512901219454679
The semi-arid Northeast Region could see an average increase of 0.5 to 1 degree Celsius in temperature and a decrease in 20 percent of rainfall by 2040.,0.6788050044666637
"The Bank is supporting CAGECE in increasing the efficiency of the sanitation system of Fortaleza through a lending operation15, which finances household connections in low-income areas and a comprehensive campaign to non-poor users to connect.",0.8407555493441495
"Besides providing incentives for responsible water use through a contingency tariff, with additional charges for water consumption above established targets, CAGECE has been working on a design, build and operate contract for a seawater desalination plant to increase water security to the municipalities within the MRF.",0.1902881318872625
CAGECE is working in line with the maximizing finance for development (MFD) approach.,0.1868504827672785
"In addition to the proposed desalination plant, CAGECE is seeking partnering with the private sector to increase services coverage.",0.733112248507413
The company has also engaged with the Brazilian National Economic and Social Development Bank (BNDES) in the assessment of other possible public-private-partnership (PPP) arrangements.,0.29143320430408826
"However, as public sector investment capacity is reducing as a result of tighter fiscal situation, CAGECE will need to increasingly rely on its own cash generation capacity to finance needed investments.",0.9295962073586204
"To this end, CAGECE also needs to increase its credit worthiness, through a series of measures comprising, among others, efficiency gains, cost reduction and increasing revenues from tariffs.",0.8770438974553888
"The World Bank has been supporting the State in the implementation of RWSS activities for more than fifteen years through several Investment Project Financing (IPF) operations, including the second phase of SÃ£o JosÃ© III Project 17.",0.6765643466602672
"Currently, the Bank is supporting preparedness plan for drought in the MRF and increased capacity of water-related institutions to sustain water sources for agriculture and build resilience in water resource management through the use of tools and monitoring systems18.",0.22562287070534445
"As result of the prolonged drought, in 2018, the State prepared a Strategic Action Plan (Plano de AÃ§Ãµes EstratÃ©gicas), that establishes a set of water sector priorities, including expanding water infrastructure and improving water management and governance.",0.7442491704767401
The proposed Project will support the implementation of a number of priority investments under the Strategic Action Plan.,0.13065218925476074
"As stated in the CPF, âthe third requirement for improved livelihoods and economic opportunities is the smarter management of Brazilâs natural resources and the better mitigation of environmental pollution and the risk of natural disasters.â Water management is defined as one of the principal issues in natural resource management standing out and affecting the bottom-forty (B40) directly and indirectly through its effects on growth and incomes.",0.4931860403581099
"Also, the CPF states that âpricing policies need to be reviewed to improve incentives for conservation of water and other natural resources and encourage investments in improved quality and resilience of service provisionâ.",0.5443181991577148
"As stated in Objective 3.2 of the CPF (Provide more inclusive and sustainable urban services), âWhile Brazilian cities have become engines of economic growth, their competitiveness is below similar-sized cities in East Asia, Europe, and the U.S. Further, many cities face tremendous challenges in terms of reducing water and air pollution, improving the quality of the urban environment, reducing disaster risks, and addressing problems of water scarcity and lack of access to basic servicesâ.",0.7259544459256259
"As mentioned in the CPF, the Bank will continue to invest in water and sanitation to foster resilience against the increased variability of water supply, while also focusing on pricing policies to ensure that water charges reflect provision costs; and the support from the Bank will be embedded in the broader context of water resource management and protection of scarce water resources, representing key areas of the proposed Project.",0.14906363053755325
"The proposed Project's Development Objective (PDO) is to strengthen capacity for water resources management in the Borrowerâs territory, improve reliability of water services in selected municipalities, and improve operational efficiency of water services in the city of Fortaleza.",0.3133628585121848
Increasing Water Security (US$149.93 million; US$34.97 million counterpart funds) .,0.8065284382213246
"This component aims at increasing water security through improved water resources management, expanded bulk water infrastructure and specific investments to ensure the safety of Project-related dams.",0.8424883755770597
"This sub-component will support the construction of the BanabuiÃº â SertÃ£o Central Pipeline System to supply treated water from the BanabuiÃº Dam reservoir 24 to selected municipalities, districts and rural areas in the BanabuiÃº and middle Jaguaribe river basins through the construction of an approximately 670km pipeline network and a treatment station near the source.",0.5219000469554554
"The Pipeline System will be the first investment implemented as part of the Stateâs Malha DâÃ¡gua project25, which aims at increasing water supply reliability in quantity and quality and water storage management efficiency by placing water intakes inside the reservoirs, thereby, reducing the flows released from these reservoirs for river perenization and consequent losses to infiltration and other uses.",0.5789253494956277
"25 The complete Malha DâÃ¡gua project comprises the construction of 4,500 km of treated water pipeline network for a total estimated investment of US$1.4 billion that would benefit 6.3 million people in the next 25 years.",0.9233267524025657
Implementation will follow a design and build approach in line with the MFD bringing the private sector through performance-based contracts.,0.9173544970425692
"This set of activities includes the preparation of: (i) CAGECEâs organization restructuring plan focusing on improving corporate governance through a broader approach, using the turnaround framework for a performance improvement plan, from short to long term; (ii) economic and social studies to revise CAGECEâS tariff structure with the objective of providing CAGECE with a new tariff structure26 by level of water consumption able to cover its operational and investment costs; and (iii) guidelines for improved infrastructure asset management processes.",0.8576255278153853
"Activities are in line with the MFD approach, especially with the preparation of a turnaround plan and development of a proposal for reforming tariffs and subsidies.",0.5498282259160822
"Better corporate governance and improved, operational efficiency will enable adequate maintenance of water infrastructure, thereby contributing to the sectorâs resilience to climate change.",0.4956277067011053
Strengthening Public Sector Management (US$8.62 million) .,0.8781319531527433
"Better water governanceâbased on historical data, hydrological and economic models and forecasts of key climate variablesâwill indirectly contribute to a higher supply of water and a more efficient use and allocation, thereby further contributing to the water sectorâs resilience to droughts.",0.41540939157659357
